2018-02-16 00:52:40 {"bill_begin_time":"20180211221429","bill_create_ip":"192.168.4.175","bill_end_time":"20180217005251","details":"TRUE","device_no":"1308","nonce_str":"123456","sign":"1CD6F6D4011C81A49B75D63F82FD18D5"}
2018-02-16 17:08:27 {"bill_begin_time":"20180216000000","bill_create_ip":"10.0.0.40","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171099228741","nonce_str":"123456","sign":"A26E2974397F3F81B67CF8EBBE1A391A"}
2018-02-16 17:09:23 {"bill_begin_time":"20180216000000","bill_create_ip":"10.0.0.40","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171099228741","nonce_str":"123456","sign":"A26E2974397F3F81B67CF8EBBE1A391A"}
2018-02-16 17:16:44 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.3","bill_end_time":"20180216235959","details":"TRUE","device_no":"1282","nonce_str":"123456","sign":"212126802A183E56E33B35C912C9084A"}
2018-02-16 17:17:18 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 17:21:52 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 17:59:15 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 17:59:47 {"bill_begin_time":"20180215030000","bill_create_ip":"192.168.8.11","bill_end_time":"20180216025959","details":"TRUE","device_no":"8008171099228740","nonce_str":"123456","sign":"895B971823D2133F2D1C5759D8E907CC"}
2018-02-16 18:00:02 {"bill_begin_time":"20180215030000","bill_create_ip":"192.168.8.11","bill_end_time":"20180216025959","details":"TRUE","device_no":"8008171099228740","nonce_str":"123456","sign":"895B971823D2133F2D1C5759D8E907CC"}
2018-02-16 18:00:49 {"bill_begin_time":"20180216030000","bill_create_ip":"192.168.8.11","bill_end_time":"20180216200259","details":"TRUE","device_no":"8008171099228740","nonce_str":"123456","sign":"E6DB684B9D4B4B837277129A7AF54A1E"}
2018-02-16 18:16:09 {"bill_begin_time":"20180216110359","bill_create_ip":"192.168.8.13","bill_end_time":"20180217180435","details":"TRUE","device_no":"1286","nonce_str":"123456","sign":"E48EE9ABAA455C5EE569E8474417C747"}
2018-02-16 18:34:16 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 18:42:53 {"bill_begin_time":"20180216030000","bill_create_ip":"192.168.8.11","bill_end_time":"20180216200259","details":"TRUE","device_no":"8008171099228740","nonce_str":"123456","sign":"E6DB684B9D4B4B837277129A7AF54A1E"}
2018-02-16 18:43:16 {"bill_begin_time":"20180216050000","bill_create_ip":"192.168.8.11","bill_end_time":"20180216200259","details":"TRUE","device_no":"8008171099228740","nonce_str":"123456","sign":"2CD3DD42D089566C17983FBC31A54150"}
2018-02-16 18:43:24 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.3","bill_end_time":"20180216235959","details":"TRUE","device_no":"1282","nonce_str":"123456","sign":"212126802A183E56E33B35C912C9084A"}
2018-02-16 19:36:45 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.3","bill_end_time":"20180216235959","details":"TRUE","device_no":"1282","nonce_str":"123456","sign":"212126802A183E56E33B35C912C9084A"}
2018-02-16 19:57:36 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.3","bill_end_time":"20180216235959","details":"TRUE","device_no":"1282","nonce_str":"123456","sign":"212126802A183E56E33B35C912C9084A"}
2018-02-16 19:57:38 {"bill_begin_time":"20180215164932","bill_create_ip":"192.168.1.3","bill_end_time":"20180217195733","details":"TRUE","device_no":"1282","nonce_str":"123456","sign":"6305E9C63BFCE8EF7982D62C52FB2478"}
2018-02-16 19:57:48 {"bill_begin_time":"20180216194901","bill_create_ip":"192.168.1.3","bill_end_time":"20180217195743","details":"TRUE","device_no":"1282","nonce_str":"123456","sign":"1D84F7BDE7762B0323AB07D2A0C9F785"}
2018-02-16 20:18:01 {"bill_begin_time":"20180216000000","bill_create_ip":"10.0.0.40","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171099228741","nonce_str":"123456","sign":"A26E2974397F3F81B67CF8EBBE1A391A"}
2018-02-16 20:18:02 {"bill_begin_time":"20180215151418","bill_create_ip":"10.0.0.40","bill_end_time":"20180217201705","details":"TRUE","device_no":"8008171099228741","nonce_str":"123456","sign":"D2B8F5FD25079F9DC4AB001A4A931CE0"}
2018-02-16 20:34:11 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 20:35:48 {"bill_begin_time":"20180215175925","bill_create_ip":"192.168.1.101","bill_end_time":"20180217203543","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"7C64BFA61F8A4D586FF135DA3C846223"}
2018-02-16 20:36:04 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 20:36:17 {"bill_begin_time":"20180216200414","bill_create_ip":"192.168.1.101","bill_end_time":"20180217203612","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"D6FFCAF3A27E294107AD2D51A3A94E52"}
2018-02-16 21:53:15 {"bill_begin_time":"20180216000000","bill_create_ip":"10.0.0.40","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171099228741","nonce_str":"123456","sign":"A26E2974397F3F81B67CF8EBBE1A391A"}
2018-02-16 21:53:16 {"bill_begin_time":"20180215151418","bill_create_ip":"10.0.0.40","bill_end_time":"20180217215219","details":"TRUE","device_no":"8008171099228741","nonce_str":"123456","sign":"3CEC37F15A27CC18660EF6CBBD59033D"}
2018-02-16 22:02:50 {"bill_begin_time":"20180216000000","bill_create_ip":"10.0.0.40","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171099228741","nonce_str":"123456","sign":"A26E2974397F3F81B67CF8EBBE1A391A"}
2018-02-16 22:02:50 {"bill_begin_time":"20180215151418","bill_create_ip":"10.0.0.40","bill_end_time":"20180217220153","details":"TRUE","device_no":"8008171099228741","nonce_str":"123456","sign":"076CE07D815DED11A6D55D28307A5003"}
2018-02-16 22:13:04 {"bill_begin_time":"20180216000000","bill_create_ip":"10.0.0.40","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171099228741","nonce_str":"123456","sign":"A26E2974397F3F81B67CF8EBBE1A391A"}
2018-02-16 22:13:05 {"bill_begin_time":"20180215151418","bill_create_ip":"10.0.0.40","bill_end_time":"20180217221208","details":"TRUE","device_no":"8008171099228741","nonce_str":"123456","sign":"62CB14254257913CD7E570197E2EDC2E"}
2018-02-16 22:17:47 {"bill_begin_time":"20180216110359","bill_create_ip":"192.168.8.13","bill_end_time":"20180217220612","details":"TRUE","device_no":"1286","nonce_str":"123456","sign":"0126D402416709E2E8748E71EE06D79E"}
2018-02-16 22:35:36 {"bill_begin_time":"20180216000000","bill_create_ip":"10.0.0.40","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171099228741","nonce_str":"123456","sign":"A26E2974397F3F81B67CF8EBBE1A391A"}
2018-02-16 22:47:00 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.190","bill_end_time":"20180216235959","details":"TRUE","device_no":"1112","nonce_str":"123456","sign":"2E7B696DD0E2AC2D84BB5B049D8C08CB"}
2018-02-16 23:43:15 {"bill_begin_time":"20180216000000","bill_create_ip":"10.0.0.40","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171099228741","nonce_str":"123456","sign":"A26E2974397F3F81B67CF8EBBE1A391A"}
