2017-11-03 19:42:43 {"out_trade_no":"2017110319422165968","trade_state":"WAIT_BUYER_PAY","transaction_id":"3100005500184150970934100000046","time_end":[],"result_code":"SUCCESS","mch_id":"100005500184","sign":"09C2DB1040D3A9AC0DB7F2B266E22CAE","nonce_str":"0f1c6c3071006c574b767a6de0e17260","return_code":"SUCCESS","out_transaction_id":"2017110321001004665336407464","buyer_id":"2088422576813668","trade_type":"MICROPAY","openid":"130****8318","attach":[],"total_fee":"170"}
2017-11-03 19:42:50 {"transaction_id":"3100005500184150970936900000047","total_fee":"170","attach":[],"result_code":"SUCCESS","trade_state":"WAIT_BUYER_PAY","openid":"130****8318","buyer_id":"2088422576813668","mch_id":"100005500184","trade_type":"MICROPAY","time_end":[],"sign":"446C514457C2FDFD27B42A7C318491F2","out_trade_no":"2017110319424913990","out_transaction_id":"2017110321001004665335611602","return_code":"SUCCESS","nonce_str":"182f10063ddbc0f5cc4e4cf648a43a12"}
2017-11-03 19:42:54 {"result_code":"SUCCESS","out_trade_no":"2017110319424913990","trade_state":"WAIT_BUYER_PAY","return_code":"SUCCESS","mch_id":"100005500184","trade_type":"MICROPAY","nonce_str":"6d3f16acbf01d2ea569d8866deceb168","transaction_id":"3100005500184150970936900000047","openid":"130****8318","buyer_id":"2088422576813668","time_end":[],"out_transaction_id":"2017110321001004665335611602","total_fee":"170","attach":[],"sign":"BCEB504D1BD91DD9F94A9BC135BC1062"}
2017-11-03 19:42:58 {"out_trade_no":"2017110319424913990","transaction_id":"3100005500184150970936900000047","buyer_id":"2088422576813668","attach":[],"nonce_str":"6355a46f817d4c3be8881a0cc96284d7","trade_state":"WAIT_BUYER_PAY","openid":"130****8318","time_end":[],"mch_id":"100005500184","total_fee":"170","trade_type":"MICROPAY","return_code":"SUCCESS","result_code":"SUCCESS","out_transaction_id":"2017110321001004665335611602","sign":"FAF2F59208AD401A25CE5D15B8118944"}
2017-11-03 19:43:02 {"result_code":"SUCCESS","time_end":[],"transaction_id":"3100005500184150970936900000047","total_fee":"170","buyer_id":"2088422576813668","attach":[],"mch_id":"100005500184","sign":"593DDA82D64B5B1435F67E4E89833279","return_code":"SUCCESS","out_transaction_id":"2017110321001004665335611602","trade_type":"MICROPAY","nonce_str":"b0052a3f69895f92a17515a00f06c463","out_trade_no":"2017110319424913990","trade_state":"WAIT_BUYER_PAY","openid":"130****8318"}
2017-11-03 19:43:06 {"return_code":"SUCCESS","openid":"130****8318","result_code":"SUCCESS","mch_id":"100005500184","sign":"8D14BA9374CFBDC12CE57C6353ABA0C7","trade_state":"WAIT_BUYER_PAY","transaction_id":"3100005500184150970936900000047","nonce_str":"e0a03aa9112d0eccbacb9d8f4fa3b71f","out_trade_no":"2017110319424913990","out_transaction_id":"2017110321001004665335611602","time_end":[],"attach":[],"total_fee":"170","buyer_id":"2088422576813668","trade_type":"MICROPAY"}
2017-11-03 19:43:10 {"out_trade_no":"2017110319424913990","trade_state":"WAIT_BUYER_PAY","transaction_id":"3100005500184150970936900000047","attach":[],"result_code":"SUCCESS","sign":"D69E08762B657452A0144279F5BDCCCB","trade_type":"MICROPAY","mch_id":"100005500184","out_transaction_id":"2017110321001004665335611602","total_fee":"170","buyer_id":"2088422576813668","nonce_str":"8a7598c93daa3bd461a9feab6875924b","return_code":"SUCCESS","openid":"130****8318","time_end":[]}
2017-11-03 19:43:17 {"openid":"130****8318","attach":[],"mch_id":"100005500184","nonce_str":"c187f44f2626ac8d60de49f82d82d18b","trade_state":"WAIT_BUYER_PAY","transaction_id":"3100005500184150970939600000048","total_fee":"170","buyer_id":"2088422576813668","time_end":[],"trade_type":"MICROPAY","result_code":"SUCCESS","sign":"9C407E213EEF7AD7CA8C6FBAB3CCE8BC","return_code":"SUCCESS","out_trade_no":"2017110319431660998","out_transaction_id":"2017110321001004665341389841"}
2017-11-03 19:43:21 {"transaction_id":"3100005500184150970939600000048","buyer_id":"2088422576813668","mch_id":"100005500184","trade_state":"WAIT_BUYER_PAY","attach":[],"return_code":"SUCCESS","result_code":"SUCCESS","nonce_str":"74fba9a8e022a3fd37798c7deee54a74","out_trade_no":"2017110319431660998","out_transaction_id":"2017110321001004665341389841","openid":"130****8318","time_end":[],"total_fee":"170","trade_type":"MICROPAY","sign":"5E2DD68E9959639C595698149BB15318"}
2017-11-03 19:43:25 {"return_code":"SUCCESS","out_trade_no":"2017110319431660998","trade_state":"WAIT_BUYER_PAY","result_code":"SUCCESS","nonce_str":"d91701067484e8ba10bba293c6bc03eb","total_fee":"170","openid":"130****8318","trade_type":"MICROPAY","time_end":[],"sign":"28EB1B05866B158F9930B26413CC9334","transaction_id":"3100005500184150970939600000048","buyer_id":"2088422576813668","attach":[],"mch_id":"100005500184","out_transaction_id":"2017110321001004665341389841"}
2017-11-03 19:43:29 {"transaction_id":"3100005500184150970939600000048","total_fee":"170","trade_type":"MICROPAY","sign":"B3716F0123D5C62BCD321598FB5A01E9","out_transaction_id":"2017110321001004665341389841","mch_id":"100005500184","trade_state":"WAIT_BUYER_PAY","buyer_id":"2088422576813668","attach":[],"nonce_str":"af2d83819775cc6057a5b73525fefc32","return_code":"SUCCESS","time_end":[],"result_code":"SUCCESS","openid":"130****8318","out_trade_no":"2017110319431660998"}
2017-11-03 19:43:33 {"transaction_id":"3100005500184150970939600000048","total_fee":"170","openid":"130****8318","attach":[],"nonce_str":"f37781cbd64ece13441b09c89a79099c","out_trade_no":"2017110319431660998","out_transaction_id":"2017110321001004665341389841","time_end":[],"result_code":"SUCCESS","trade_state":"WAIT_BUYER_PAY","buyer_id":"2088422576813668","mch_id":"100005500184","sign":"8312AE5D2B0833D30072E3C5D775C984","trade_type":"MICROPAY","return_code":"SUCCESS"}
2017-11-03 19:43:37 {"nonce_str":"37b03c90e7bf24ce9fc0e543e80e4bfa","out_trade_no":"2017110319431660998","time_end":[],"sign":"41D1AC20E65AA11230DF5E11C4675059","return_code":"SUCCESS","trade_state":"WAIT_BUYER_PAY","out_transaction_id":"2017110321001004665341389841","total_fee":"170","openid":"130****8318","result_code":"SUCCESS","trade_type":"MICROPAY","attach":[],"mch_id":"100005500184","transaction_id":"3100005500184150970939600000048","buyer_id":"2088422576813668"}
